date,office_name,office_code,fuel_type,registrations
2020-02-01,Lalitpur,UP94,Electric(Bov),2
2020-01-01,Lalitpur,UP94,Electric(Bov),2
2020-07-01,Lalitpur,UP94,Electric(Bov),1
2020-06-01,Lalitpur,UP94,Electric(Bov),1
2020-03-01,Lalitpur,UP94,Electric(Bov),6
2020-10-01,Lalitpur,UP94,Electric(Bov),1
2020-09-01,Lalitpur,UP94,Electric(Bov),4
2021-12-01,Lalitpur,UP94,Electric(Bov),17
2021-02-01,Lalitpur,UP94,Electric(Bov),1
2021-01-01,Lalitpur,UP94,Electric(Bov),3
2021-07-01,Lalitpur,UP94,Electric(Bov),1
2021-03-01,Lalitpur,UP94,Electric(Bov),4
2021-11-01,Lalitpur,UP94,Electric(Bov),16
2021-10-01,Lalitpur,UP94,Electric(Bov),19
2022-04-01,Lalitpur,UP94,Electric(Bov),26
2022-08-01,Lalitpur,UP94,Electric(Bov),15
2022-12-01,Lalitpur,UP94,Electric(Bov),8
2022-02-01,Lalitpur,UP94,Electric(Bov),5
2022-01-01,Lalitpur,UP94,Electric(Bov),5
2022-07-01,Lalitpur,UP94,Electric(Bov),12
2022-06-01,Lalitpur,UP94,Electric(Bov),7
2022-03-01,Lalitpur,UP94,Electric(Bov),19
2022-05-01,Lalitpur,UP94,Electric(Bov),4
2022-11-01,Lalitpur,UP94,Electric(Bov),17
2022-10-01,Lalitpur,UP94,Electric(Bov),16
2022-09-01,Lalitpur,UP94,Electric(Bov),10
2023-04-01,Lalitpur,UP94,Electric(Bov),3
2023-08-01,Lalitpur,UP94,Electric(Bov),16
2023-12-01,Lalitpur,UP94,Electric(Bov),58
2023-02-01,Lalitpur,UP94,Electric(Bov),2
2023-01-01,Lalitpur,UP94,Electric(Bov),3
2023-07-01,Lalitpur,UP94,Electric(Bov),1
2023-06-01,Lalitpur,UP94,Electric(Bov),4
2023-03-01,Lalitpur,UP94,Electric(Bov),4
2023-05-01,Lalitpur,UP94,Electric(Bov),18
2023-11-01,Lalitpur,UP94,Electric(Bov),40
2023-10-01,Lalitpur,UP94,Electric(Bov),17
2023-09-01,Lalitpur,UP94,Electric(Bov),23
2024-04-01,Lalitpur,UP94,Electric(Bov),60
2024-04-01,Lalitpur,UP94,Pure Ev,2
2024-02-01,Lalitpur,UP94,Electric(Bov),52
2024-01-01,Lalitpur,UP94,Electric(Bov),49
2024-03-01,Lalitpur,UP94,Electric(Bov),78
2024-05-01,Lalitpur,UP94,Electric(Bov),76
2024-05-01,Lalitpur,UP94,Pure Ev,21
2020-07-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),1
2020-10-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),1
2020-09-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),1
2021-12-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),2
2021-07-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),1
2021-03-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),1
2021-05-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),1
2021-11-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),1
2021-10-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),3
2021-09-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),2
2022-04-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),67
2022-08-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),87
2022-12-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),39
2022-02-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),19
2022-01-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),8
2022-07-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),72
2022-06-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),23
2022-03-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),29
2022-05-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),51
2022-11-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),135
2022-10-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),93
2022-09-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),86
2023-04-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),165
2023-08-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),62
2023-12-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),45
2023-02-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),63
2023-01-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),91
2023-07-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),100
2023-06-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),51
2023-03-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),132
2023-05-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),171
2023-11-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),41
2023-10-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),94
2023-09-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),65
2024-04-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),378
2024-04-01,Mahanagar Arto Lucknow (Up321),UP321,Pure Ev,14
2024-04-01,Mahanagar Arto Lucknow (Up321),UP321,Strong Hybrid Ev,9
2024-02-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),519
2024-01-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),18
2024-03-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),83
2024-03-01,Mahanagar Arto Lucknow (Up321),UP321,Pure Ev,1
2024-03-01,Mahanagar Arto Lucknow (Up321),UP321,Strong Hybrid Ev,11
2024-05-01,Mahanagar Arto Lucknow (Up321),UP321,Electric(Bov),186
2024-05-01,Mahanagar Arto Lucknow (Up321),UP321,Pure Ev,56
2024-05-01,Mahanagar Arto Lucknow (Up321),UP321,Strong Hybrid Ev,10
2020-08-01,Maharajganj,UP56,Electric(Bov),7
2020-12-01,Maharajganj,UP56,Electric(Bov),4
2020-02-01,Maharajganj,UP56,Electric(Bov),13
2020-01-01,Maharajganj,UP56,Electric(Bov),8
2020-07-01,Maharajganj,UP56,Electric(Bov),6
2020-06-01,Maharajganj,UP56,Electric(Bov),7
2020-03-01,Maharajganj,UP56,Electric(Bov),17
2020-11-01,Maharajganj,UP56,Electric(Bov),7
2020-10-01,Maharajganj,UP56,Electric(Bov),5
2020-09-01,Maharajganj,UP56,Electric(Bov),15
2021-04-01,Maharajganj,UP56,Electric(Bov),5
2021-08-01,Maharajganj,UP56,Electric(Bov),26
2021-12-01,Maharajganj,UP56,Electric(Bov),62
2021-02-01,Maharajganj,UP56,Electric(Bov),22
2021-01-01,Maharajganj,UP56,Electric(Bov),11
2021-07-01,Maharajganj,UP56,Electric(Bov),23
2021-06-01,Maharajganj,UP56,Electric(Bov),9
2021-03-01,Maharajganj,UP56,Electric(Bov),18
2021-05-01,Maharajganj,UP56,Electric(Bov),1
2021-11-01,Maharajganj,UP56,Electric(Bov),44
2021-10-01,Maharajganj,UP56,Electric(Bov),64
2021-09-01,Maharajganj,UP56,Electric(Bov),35
2022-04-01,Maharajganj,UP56,Electric(Bov),77
2022-08-01,Maharajganj,UP56,Electric(Bov),148
2022-12-01,Maharajganj,UP56,Electric(Bov),111
2022-02-01,Maharajganj,UP56,Electric(Bov),96
2022-01-01,Maharajganj,UP56,Electric(Bov),63
2022-07-01,Maharajganj,UP56,Electric(Bov),95
2022-06-01,Maharajganj,UP56,Electric(Bov),95
2022-03-01,Maharajganj,UP56,Electric(Bov),60
2022-05-01,Maharajganj,UP56,Electric(Bov),85
2022-11-01,Maharajganj,UP56,Electric(Bov),150
2022-10-01,Maharajganj,UP56,Electric(Bov),101
2022-09-01,Maharajganj,UP56,Electric(Bov),97
2023-04-01,Maharajganj,UP56,Electric(Bov),181
2023-08-01,Maharajganj,UP56,Electric(Bov),198
2023-12-01,Maharajganj,UP56,Electric(Bov),296
2023-02-01,Maharajganj,UP56,Electric(Bov),189
2023-01-01,Maharajganj,UP56,Electric(Bov),173
2023-07-01,Maharajganj,UP56,Electric(Bov),170
2023-06-01,Maharajganj,UP56,Electric(Bov),212
2023-03-01,Maharajganj,UP56,Electric(Bov),172
2023-05-01,Maharajganj,UP56,Electric(Bov),206
2023-11-01,Maharajganj,UP56,Electric(Bov),234
2023-10-01,Maharajganj,UP56,Electric(Bov),221
2023-09-01,Maharajganj,UP56,Electric(Bov),250
2024-04-01,Maharajganj,UP56,Electric(Bov),208
2024-02-01,Maharajganj,UP56,Electric(Bov),262
2024-01-01,Maharajganj,UP56,Electric(Bov),210
2024-03-01,Maharajganj,UP56,Electric(Bov),216
2024-05-01,Maharajganj,UP56,Electric(Bov),239
2024-05-01,Maharajganj,UP56,Pure Ev,18
2024-05-01,Maharajganj,UP56,Strong Hybrid Ev,1
2020-04-01,Mahoba,UP95,Electric(Bov),2
2020-08-01,Mahoba,UP95,Electric(Bov),15
2020-12-01,Mahoba,UP95,Electric(Bov),22
2020-02-01,Mahoba,UP95,Electric(Bov),13
2020-01-01,Mahoba,UP95,Electric(Bov),8
2020-07-01,Mahoba,UP95,Electric(Bov),9
2020-06-01,Mahoba,UP95,Electric(Bov),7
2020-03-01,Mahoba,UP95,Electric(Bov),6
2020-11-01,Mahoba,UP95,Electric(Bov),7
2020-10-01,Mahoba,UP95,Electric(Bov),4
2020-09-01,Mahoba,UP95,Electric(Bov),17
2021-04-01,Mahoba,UP95,Electric(Bov),16
2021-08-01,Mahoba,UP95,Electric(Bov),16
2021-12-01,Mahoba,UP95,Electric(Bov),39
2021-02-01,Mahoba,UP95,Electric(Bov),20
2021-01-01,Mahoba,UP95,Electric(Bov),16
2021-07-01,Mahoba,UP95,Electric(Bov),23
2021-06-01,Mahoba,UP95,Electric(Bov),1
2021-03-01,Mahoba,UP95,Electric(Bov),17
2021-05-01,Mahoba,UP95,Electric(Bov),5
2021-11-01,Mahoba,UP95,Electric(Bov),31
2021-10-01,Mahoba,UP95,Electric(Bov),46
2021-09-01,Mahoba,UP95,Electric(Bov),33
2022-04-01,Mahoba,UP95,Electric(Bov),36
2022-08-01,Mahoba,UP95,Electric(Bov),134
2022-12-01,Mahoba,UP95,Electric(Bov),55
2022-02-01,Mahoba,UP95,Electric(Bov),37
2022-01-01,Mahoba,UP95,Electric(Bov),39
2022-07-01,Mahoba,UP95,Electric(Bov),44
2022-06-01,Mahoba,UP95,Electric(Bov),37
2022-03-01,Mahoba,UP95,Electric(Bov),18
2022-05-01,Mahoba,UP95,Electric(Bov),65
2022-11-01,Mahoba,UP95,Electric(Bov),64
2022-10-01,Mahoba,UP95,Electric(Bov),42
2022-09-01,Mahoba,UP95,Electric(Bov),42
2023-04-01,Mahoba,UP95,Electric(Bov),60
2023-08-01,Mahoba,UP95,Electric(Bov),146
2023-12-01,Mahoba,UP95,Electric(Bov),111
2023-02-01,Mahoba,UP95,Electric(Bov),41
2023-01-01,Mahoba,UP95,Electric(Bov),52
2023-07-01,Mahoba,UP95,Electric(Bov),104
2023-06-01,Mahoba,UP95,Electric(Bov),102
2023-03-01,Mahoba,UP95,Electric(Bov),61
2023-05-01,Mahoba,UP95,Electric(Bov),104
2023-11-01,Mahoba,UP95,Electric(Bov),100
2023-10-01,Mahoba,UP95,Electric(Bov),93
2023-09-01,Mahoba,UP95,Electric(Bov),97
2024-04-01,Mahoba,UP95,Electric(Bov),58
2024-04-01,Mahoba,UP95,Pure Ev,3
2024-02-01,Mahoba,UP95,Electric(Bov),87
2024-01-01,Mahoba,UP95,Electric(Bov),88
2024-03-01,Mahoba,UP95,Electric(Bov),79
2024-05-01,Mahoba,UP95,Electric(Bov),90
2024-05-01,Mahoba,UP95,Pure Ev,5
2020-12-01,Mainpuri,UP84,Electric(Bov),2
2020-02-01,Mainpuri,UP84,Electric(Bov),11
2020-01-01,Mainpuri,UP84,Electric(Bov),4
2020-07-01,Mainpuri,UP84,Electric(Bov),2
2020-03-01,Mainpuri,UP84,Electric(Bov),12
2020-11-01,Mainpuri,UP84,Electric(Bov),2
2020-10-01,Mainpuri,UP84,Electric(Bov),9
2020-09-01,Mainpuri,UP84,Electric(Bov),9
2021-04-01,Mainpuri,UP84,Electric(Bov),1
2021-08-01,Mainpuri,UP84,Electric(Bov),7
2021-12-01,Mainpuri,UP84,Electric(Bov),37
2021-02-01,Mainpuri,UP84,Electric(Bov),13
2021-01-01,Mainpuri,UP84,Electric(Bov),5
2021-07-01,Mainpuri,UP84,Electric(Bov),5
2021-06-01,Mainpuri,UP84,Electric(Bov),3
2021-03-01,Mainpuri,UP84,Electric(Bov),12
2021-11-01,Mainpuri,UP84,Electric(Bov),28
2021-10-01,Mainpuri,UP84,Electric(Bov),36
2021-09-01,Mainpuri,UP84,Electric(Bov),20
2022-04-01,Mainpuri,UP84,Electric(Bov),71
2022-08-01,Mainpuri,UP84,Electric(Bov),64
2022-12-01,Mainpuri,UP84,Electric(Bov),67
2022-02-01,Mainpuri,UP84,Electric(Bov),29
2022-01-01,Mainpuri,UP84,Electric(Bov),26
2022-07-01,Mainpuri,UP84,Electric(Bov),55
2022-06-01,Mainpuri,UP84,Electric(Bov),37
2022-03-01,Mainpuri,UP84,Electric(Bov),54
2022-05-01,Mainpuri,UP84,Electric(Bov),47
2022-11-01,Mainpuri,UP84,Electric(Bov),72
2022-10-01,Mainpuri,UP84,Electric(Bov),97
2022-09-01,Mainpuri,UP84,Electric(Bov),56
2023-04-01,Mainpuri,UP84,Electric(Bov),114
2023-08-01,Mainpuri,UP84,Electric(Bov),148
2023-12-01,Mainpuri,UP84,Electric(Bov),158
2023-02-01,Mainpuri,UP84,Electric(Bov),48
2023-01-01,Mainpuri,UP84,Electric(Bov),84
2023-07-01,Mainpuri,UP84,Electric(Bov),105
2023-06-01,Mainpuri,UP84,Electric(Bov),71
2023-03-01,Mainpuri,UP84,Electric(Bov),87
2023-05-01,Mainpuri,UP84,Electric(Bov),79
2023-11-01,Mainpuri,UP84,Electric(Bov),135
2023-10-01,Mainpuri,UP84,Electric(Bov),120
2023-09-01,Mainpuri,UP84,Electric(Bov),142
2024-04-01,Mainpuri,UP84,Electric(Bov),117
2024-04-01,Mainpuri,UP84,Pure Ev,2
2024-02-01,Mainpuri,UP84,Electric(Bov),132
2024-01-01,Mainpuri,UP84,Electric(Bov),138
2024-03-01,Mainpuri,UP84,Electric(Bov),133
2024-05-01,Mainpuri,UP84,Electric(Bov),114
2024-05-01,Mainpuri,UP84,Pure Ev,23
2020-04-01,Mathura,UP85,Electric(Bov),5
2020-08-01,Mathura,UP85,Electric(Bov),17
2020-12-01,Mathura,UP85,Electric(Bov),40
2020-02-01,Mathura,UP85,Electric(Bov),97
2020-01-01,Mathura,UP85,Electric(Bov),130
2020-07-01,Mathura,UP85,Electric(Bov),29
2020-06-01,Mathura,UP85,Electric(Bov),22
2020-03-01,Mathura,UP85,Electric(Bov),74
2020-11-01,Mathura,UP85,Electric(Bov),15
2020-10-01,Mathura,UP85,Electric(Bov),11
2020-09-01,Mathura,UP85,Electric(Bov),26
2021-04-01,Mathura,UP85,Electric(Bov),41
2021-08-01,Mathura,UP85,Electric(Bov),41
2021-12-01,Mathura,UP85,Electric(Bov),190
2021-02-01,Mathura,UP85,Electric(Bov),35
2021-01-01,Mathura,UP85,Electric(Bov),48
2021-07-01,Mathura,UP85,Electric(Bov),58
2021-06-01,Mathura,UP85,Electric(Bov),16
2021-03-01,Mathura,UP85,Electric(Bov),81
2021-05-01,Mathura,UP85,Electric(Bov),17
2021-11-01,Mathura,UP85,Electric(Bov),106
2021-10-01,Mathura,UP85,Electric(Bov),73
2021-09-01,Mathura,UP85,Electric(Bov),125
2022-04-01,Mathura,UP85,Electric(Bov),448
2022-08-01,Mathura,UP85,Electric(Bov),656
2022-12-01,Mathura,UP85,Electric(Bov),352
2022-02-01,Mathura,UP85,Electric(Bov),160
2022-01-01,Mathura,UP85,Electric(Bov),324
2022-07-01,Mathura,UP85,Electric(Bov),608
2022-06-01,Mathura,UP85,Electric(Bov),341
2022-03-01,Mathura,UP85,Electric(Bov),241
2022-05-01,Mathura,UP85,Electric(Bov),289
2022-11-01,Mathura,UP85,Electric(Bov),670
2022-10-01,Mathura,UP85,Electric(Bov),494
2022-09-01,Mathura,UP85,Electric(Bov),513
2023-04-01,Mathura,UP85,Electric(Bov),853
2023-08-01,Mathura,UP85,Electric(Bov),1241
2023-12-01,Mathura,UP85,Electric(Bov),131
2023-02-01,Mathura,UP85,Electric(Bov),471
2023-01-01,Mathura,UP85,Electric(Bov),475
2023-07-01,Mathura,UP85,Electric(Bov),907
2023-06-01,Mathura,UP85,Electric(Bov),680
2023-03-01,Mathura,UP85,Electric(Bov),702
2023-05-01,Mathura,UP85,Electric(Bov),590
2023-11-01,Mathura,UP85,Electric(Bov),478
2023-10-01,Mathura,UP85,Electric(Bov),857
2023-09-01,Mathura,UP85,Electric(Bov),837
2024-04-01,Mathura,UP85,Electric(Bov),308
2024-04-01,Mathura,UP85,Pure Ev,6
2024-04-01,Mathura,UP85,Strong Hybrid Ev,6
2024-02-01,Mathura,UP85,Electric(Bov),179
2024-01-01,Mathura,UP85,Electric(Bov),101
2024-03-01,Mathura,UP85,Electric(Bov),361
2024-03-01,Mathura,UP85,Pure Ev,1
2024-03-01,Mathura,UP85,Strong Hybrid Ev,3
2024-05-01,Mathura,UP85,Electric(Bov),430
2024-05-01,Mathura,UP85,Pure Ev,64
2024-05-01,Mathura,UP85,Strong Hybrid Ev,6
2020-04-01,Mau,UP54,Electric(Bov),1
2020-08-01,Mau,UP54,Electric(Bov),35
2020-12-01,Mau,UP54,Electric(Bov),40
2020-02-01,Mau,UP54,Electric(Bov),50
2020-01-01,Mau,UP54,Electric(Bov),44
2020-07-01,Mau,UP54,Electric(Bov),34
2020-06-01,Mau,UP54,Electric(Bov),8
2020-03-01,Mau,UP54,Electric(Bov),40
2020-05-01,Mau,UP54,Electric(Bov),4
2020-11-01,Mau,UP54,Electric(Bov),50
2020-10-01,Mau,UP54,Electric(Bov),11
2020-09-01,Mau,UP54,Electric(Bov),52
2021-04-01,Mau,UP54,Electric(Bov),36
2021-08-01,Mau,UP54,Electric(Bov),46
2021-12-01,Mau,UP54,Electric(Bov),119
2021-02-01,Mau,UP54,Electric(Bov),52
2021-01-01,Mau,UP54,Electric(Bov),46
2021-07-01,Mau,UP54,Electric(Bov),46
2021-06-01,Mau,UP54,Electric(Bov),28
2021-03-01,Mau,UP54,Electric(Bov),70
2021-05-01,Mau,UP54,Electric(Bov),4
2021-11-01,Mau,UP54,Electric(Bov),155
2021-10-01,Mau,UP54,Electric(Bov),63
2021-09-01,Mau,UP54,Electric(Bov),99
2022-04-01,Mau,UP54,Electric(Bov),95
2022-08-01,Mau,UP54,Electric(Bov),101
2022-12-01,Mau,UP54,Electric(Bov),127
2022-02-01,Mau,UP54,Electric(Bov),73
2022-01-01,Mau,UP54,Electric(Bov),97
2022-07-01,Mau,UP54,Electric(Bov),84
2022-06-01,Mau,UP54,Electric(Bov),82
2022-03-01,Mau,UP54,Electric(Bov),91
2022-05-01,Mau,UP54,Electric(Bov),104
2022-11-01,Mau,UP54,Electric(Bov),138
2022-10-01,Mau,UP54,Electric(Bov),126
2022-09-01,Mau,UP54,Electric(Bov),122
2023-04-01,Mau,UP54,Electric(Bov),94
2023-08-01,Mau,UP54,Electric(Bov),159
2023-12-01,Mau,UP54,Electric(Bov),210
2023-02-01,Mau,UP54,Electric(Bov),116
2023-01-01,Mau,UP54,Electric(Bov),121
2023-07-01,Mau,UP54,Electric(Bov),177
2023-06-01,Mau,UP54,Electric(Bov),126
2023-03-01,Mau,UP54,Electric(Bov),145
2023-05-01,Mau,UP54,Electric(Bov),119
2023-11-01,Mau,UP54,Electric(Bov),210
2023-10-01,Mau,UP54,Electric(Bov),191
2023-09-01,Mau,UP54,Electric(Bov),166
2024-04-01,Mau,UP54,Electric(Bov),179
2024-04-01,Mau,UP54,Pure Ev,2
2024-02-01,Mau,UP54,Electric(Bov),181
2024-01-01,Mau,UP54,Electric(Bov),187
2024-03-01,Mau,UP54,Electric(Bov),226
2024-05-01,Mau,UP54,Electric(Bov),180
2024-05-01,Mau,UP54,Pure Ev,15
2020-04-01,Meerut Rto,UP15,Electric(Bov),52
2020-08-01,Meerut Rto,UP15,Electric(Bov),75
2020-12-01,Meerut Rto,UP15,Electric(Bov),156
2020-02-01,Meerut Rto,UP15,Electric(Bov),198
2020-01-01,Meerut Rto,UP15,Electric(Bov),163
2020-07-01,Meerut Rto,UP15,Electric(Bov),10
2020-06-01,Meerut Rto,UP15,Electric(Bov),3
2020-03-01,Meerut Rto,UP15,Electric(Bov),112
2020-11-01,Meerut Rto,UP15,Electric(Bov),129
2020-10-01,Meerut Rto,UP15,Electric(Bov),101
2020-09-01,Meerut Rto,UP15,Electric(Bov),127
2021-04-01,Meerut Rto,UP15,Electric(Bov),118
2021-08-01,Meerut Rto,UP15,Electric(Bov),239
2021-12-01,Meerut Rto,UP15,Electric(Bov),295
2021-02-01,Meerut Rto,UP15,Electric(Bov),142
2021-01-01,Meerut Rto,UP15,Electric(Bov),146
2021-07-01,Meerut Rto,UP15,Electric(Bov),176
2021-06-01,Meerut Rto,UP15,Electric(Bov),42
2021-03-01,Meerut Rto,UP15,Electric(Bov),210
2021-05-01,Meerut Rto,UP15,Electric(Bov),2
2021-11-01,Meerut Rto,UP15,Electric(Bov),288
2021-10-01,Meerut Rto,UP15,Electric(Bov),286
2021-09-01,Meerut Rto,UP15,Electric(Bov),218
2022-04-01,Meerut Rto,UP15,Electric(Bov),408
2022-08-01,Meerut Rto,UP15,Electric(Bov),506
2022-12-01,Meerut Rto,UP15,Electric(Bov),340
2022-02-01,Meerut Rto,UP15,Electric(Bov),227
2022-01-01,Meerut Rto,UP15,Electric(Bov),268
2022-07-01,Meerut Rto,UP15,Electric(Bov),386
2022-06-01,Meerut Rto,UP15,Electric(Bov),445
2022-03-01,Meerut Rto,UP15,Electric(Bov),400
2022-05-01,Meerut Rto,UP15,Electric(Bov),347
2022-11-01,Meerut Rto,UP15,Electric(Bov),524
2022-10-01,Meerut Rto,UP15,Electric(Bov),549
2022-09-01,Meerut Rto,UP15,Electric(Bov),523
2023-04-01,Meerut Rto,UP15,Electric(Bov),500
2023-08-01,Meerut Rto,UP15,Electric(Bov),714
2023-12-01,Meerut Rto,UP15,Electric(Bov),556
2023-02-01,Meerut Rto,UP15,Electric(Bov),359
2023-01-01,Meerut Rto,UP15,Electric(Bov),553
2023-07-01,Meerut Rto,UP15,Electric(Bov),583
2023-06-01,Meerut Rto,UP15,Electric(Bov),595
2023-03-01,Meerut Rto,UP15,Electric(Bov),607
2023-05-01,Meerut Rto,UP15,Electric(Bov),681
2023-11-01,Meerut Rto,UP15,Electric(Bov),690
2023-10-01,Meerut Rto,UP15,Electric(Bov),545
2023-09-01,Meerut Rto,UP15,Electric(Bov),720
2024-04-01,Meerut Rto,UP15,Electric(Bov),544
2024-04-01,Meerut Rto,UP15,Pure Ev,14
2024-04-01,Meerut Rto,UP15,Strong Hybrid Ev,8
2024-02-01,Meerut Rto,UP15,Electric(Bov),601
2024-01-01,Meerut Rto,UP15,Electric(Bov),655
2024-03-01,Meerut Rto,UP15,Electric(Bov),762
2024-03-01,Meerut Rto,UP15,Pure Ev,1
2024-03-01,Meerut Rto,UP15,Strong Hybrid Ev,6
2024-05-01,Meerut Rto,UP15,Electric(Bov),599
2024-05-01,Meerut Rto,UP15,Pure Ev,82
2024-05-01,Meerut Rto,UP15,Strong Hybrid Ev,14
2020-08-01,Mirzapur Rto,UP63,Electric(Bov),6
2020-12-01,Mirzapur Rto,UP63,Electric(Bov),8
2020-02-01,Mirzapur Rto,UP63,Electric(Bov),40
2020-01-01,Mirzapur Rto,UP63,Electric(Bov),46
2020-07-01,Mirzapur Rto,UP63,Electric(Bov),12
2020-06-01,Mirzapur Rto,UP63,Electric(Bov),13
2020-03-01,Mirzapur Rto,UP63,Electric(Bov),24
2020-05-01,Mirzapur Rto,UP63,Electric(Bov),4
2020-11-01,Mirzapur Rto,UP63,Electric(Bov),8
2020-10-01,Mirzapur Rto,UP63,Electric(Bov),6
2020-09-01,Mirzapur Rto,UP63,Electric(Bov),13
2021-04-01,Mirzapur Rto,UP63,Electric(Bov),14
2021-08-01,Mirzapur Rto,UP63,Electric(Bov),10
2021-12-01,Mirzapur Rto,UP63,Electric(Bov),76
2021-02-01,Mirzapur Rto,UP63,Electric(Bov),17
2021-01-01,Mirzapur Rto,UP63,Electric(Bov),23
2021-07-01,Mirzapur Rto,UP63,Electric(Bov),21
2021-06-01,Mirzapur Rto,UP63,Electric(Bov),11
2021-03-01,Mirzapur Rto,UP63,Electric(Bov),22
2021-11-01,Mirzapur Rto,UP63,Electric(Bov),85
2021-10-01,Mirzapur Rto,UP63,Electric(Bov),76
2021-09-01,Mirzapur Rto,UP63,Electric(Bov),65
2022-04-01,Mirzapur Rto,UP63,Electric(Bov),77
2022-08-01,Mirzapur Rto,UP63,Electric(Bov),76
2022-12-01,Mirzapur Rto,UP63,Electric(Bov),98
2022-02-01,Mirzapur Rto,UP63,Electric(Bov),66
2022-01-01,Mirzapur Rto,UP63,Electric(Bov),32
2022-07-01,Mirzapur Rto,UP63,Electric(Bov),83
2022-06-01,Mirzapur Rto,UP63,Electric(Bov),67
2022-03-01,Mirzapur Rto,UP63,Electric(Bov),64
2022-05-01,Mirzapur Rto,UP63,Electric(Bov),41
2022-11-01,Mirzapur Rto,UP63,Electric(Bov),84
2022-10-01,Mirzapur Rto,UP63,Electric(Bov),81
2022-09-01,Mirzapur Rto,UP63,Electric(Bov),98
2023-04-01,Mirzapur Rto,UP63,Electric(Bov),111
2023-08-01,Mirzapur Rto,UP63,Electric(Bov),161
2023-12-01,Mirzapur Rto,UP63,Electric(Bov),236
2023-02-01,Mirzapur Rto,UP63,Electric(Bov),88
2023-01-01,Mirzapur Rto,UP63,Electric(Bov),107
2023-07-01,Mirzapur Rto,UP63,Electric(Bov),120
2023-06-01,Mirzapur Rto,UP63,Electric(Bov),114
2023-03-01,Mirzapur Rto,UP63,Electric(Bov),134
2023-05-01,Mirzapur Rto,UP63,Electric(Bov),128
2023-11-01,Mirzapur Rto,UP63,Electric(Bov),225
2023-10-01,Mirzapur Rto,UP63,Electric(Bov),155
2023-09-01,Mirzapur Rto,UP63,Electric(Bov),169
2024-04-01,Mirzapur Rto,UP63,Electric(Bov),165
2024-04-01,Mirzapur Rto,UP63,Pure Ev,3
2024-02-01,Mirzapur Rto,UP63,Electric(Bov),179
2024-01-01,Mirzapur Rto,UP63,Electric(Bov),167
2024-03-01,Mirzapur Rto,UP63,Electric(Bov),220
2024-03-01,Mirzapur Rto,UP63,Pure Ev,3
2024-05-01,Mirzapur Rto,UP63,Electric(Bov),169
2024-05-01,Mirzapur Rto,UP63,Pure Ev,54
2024-05-01,Mirzapur Rto,UP63,Strong Hybrid Ev,1
2020-08-01,Moradabad,UP21,Electric(Bov),45
2020-12-01,Moradabad,UP21,Electric(Bov),104
2020-02-01,Moradabad,UP21,Electric(Bov),77
2020-01-01,Moradabad,UP21,Electric(Bov),78
2020-07-01,Moradabad,UP21,Electric(Bov),25
2020-06-01,Moradabad,UP21,Electric(Bov),10
2020-03-01,Moradabad,UP21,Electric(Bov),66
2020-05-01,Moradabad,UP21,Electric(Bov),4
2020-11-01,Moradabad,UP21,Electric(Bov),56
2020-10-01,Moradabad,UP21,Electric(Bov),61
