date,office_name,office_code,fuel_type,registrations
2020-03-01,Etawah,UP75,Electric(Bov),9
2020-11-01,Etawah,UP75,Electric(Bov),4
2020-10-01,Etawah,UP75,Electric(Bov),10
2020-09-01,Etawah,UP75,Electric(Bov),5
2021-04-01,Etawah,UP75,Electric(Bov),7
2021-08-01,Etawah,UP75,Electric(Bov),12
2021-12-01,Etawah,UP75,Electric(Bov),76
2021-02-01,Etawah,UP75,Electric(Bov),13
2021-01-01,Etawah,UP75,Electric(Bov),10
2021-07-01,Etawah,UP75,Electric(Bov),6
2021-06-01,Etawah,UP75,Electric(Bov),6
2021-03-01,Etawah,UP75,Electric(Bov),19
2021-05-01,Etawah,UP75,Electric(Bov),5
2021-11-01,Etawah,UP75,Electric(Bov),29
2021-10-01,Etawah,UP75,Electric(Bov),18
2021-09-01,Etawah,UP75,Electric(Bov),15
2022-04-01,Etawah,UP75,Electric(Bov),46
2022-08-01,Etawah,UP75,Electric(Bov),49
2022-12-01,Etawah,UP75,Electric(Bov),28
2022-02-01,Etawah,UP75,Electric(Bov),31
2022-01-01,Etawah,UP75,Electric(Bov),47
2022-07-01,Etawah,UP75,Electric(Bov),67
2022-06-01,Etawah,UP75,Electric(Bov),43
2022-03-01,Etawah,UP75,Electric(Bov),32
2022-05-01,Etawah,UP75,Electric(Bov),29
2022-11-01,Etawah,UP75,Electric(Bov),72
2022-10-01,Etawah,UP75,Electric(Bov),65
2022-09-01,Etawah,UP75,Electric(Bov),51
2023-04-01,Etawah,UP75,Electric(Bov),52
2023-08-01,Etawah,UP75,Electric(Bov),99
2023-12-01,Etawah,UP75,Electric(Bov),164
2023-02-01,Etawah,UP75,Electric(Bov),57
2023-01-01,Etawah,UP75,Electric(Bov),83
2023-07-01,Etawah,UP75,Electric(Bov),78
2023-06-01,Etawah,UP75,Electric(Bov),89
2023-03-01,Etawah,UP75,Electric(Bov),94
2023-05-01,Etawah,UP75,Electric(Bov),88
2023-11-01,Etawah,UP75,Electric(Bov),148
2023-10-01,Etawah,UP75,Electric(Bov),108
2023-09-01,Etawah,UP75,Electric(Bov),110
2024-04-01,Etawah,UP75,Electric(Bov),92
2024-04-01,Etawah,UP75,Pure Ev,2
2024-04-01,Etawah,UP75,Strong Hybrid Ev,1
2024-02-01,Etawah,UP75,Electric(Bov),138
2024-01-01,Etawah,UP75,Electric(Bov),104
2024-03-01,Etawah,UP75,Electric(Bov),156
2024-03-01,Etawah,UP75,Strong Hybrid Ev,2
2024-05-01,Etawah,UP75,Electric(Bov),113
2024-05-01,Etawah,UP75,Pure Ev,20
2020-04-01,Farrukhabad,UP76,Electric(Bov),4
2020-08-01,Farrukhabad,UP76,Electric(Bov),8
2020-12-01,Farrukhabad,UP76,Electric(Bov),27
2020-02-01,Farrukhabad,UP76,Electric(Bov),7
2020-01-01,Farrukhabad,UP76,Electric(Bov),11
2020-07-01,Farrukhabad,UP76,Electric(Bov),27
2020-06-01,Farrukhabad,UP76,Electric(Bov),5
2020-03-01,Farrukhabad,UP76,Electric(Bov),2
2020-11-01,Farrukhabad,UP76,Electric(Bov),22
2020-10-01,Farrukhabad,UP76,Electric(Bov),9
2020-09-01,Farrukhabad,UP76,Electric(Bov),7
2021-04-01,Farrukhabad,UP76,Electric(Bov),34
2021-08-01,Farrukhabad,UP76,Electric(Bov),87
2021-12-01,Farrukhabad,UP76,Electric(Bov),117
2021-02-01,Farrukhabad,UP76,Electric(Bov),42
2021-01-01,Farrukhabad,UP76,Electric(Bov),33
2021-07-01,Farrukhabad,UP76,Electric(Bov),36
2021-06-01,Farrukhabad,UP76,Electric(Bov),38
2021-03-01,Farrukhabad,UP76,Electric(Bov),28
2021-11-01,Farrukhabad,UP76,Electric(Bov),58
2021-10-01,Farrukhabad,UP76,Electric(Bov),53
2021-09-01,Farrukhabad,UP76,Electric(Bov),65
2022-04-01,Farrukhabad,UP76,Electric(Bov),50
2022-08-01,Farrukhabad,UP76,Electric(Bov),136
2022-12-01,Farrukhabad,UP76,Electric(Bov),108
2022-02-01,Farrukhabad,UP76,Electric(Bov),34
2022-01-01,Farrukhabad,UP76,Electric(Bov),71
2022-07-01,Farrukhabad,UP76,Electric(Bov),128
2022-06-01,Farrukhabad,UP76,Electric(Bov),89
2022-03-01,Farrukhabad,UP76,Electric(Bov),84
2022-05-01,Farrukhabad,UP76,Electric(Bov),97
2022-11-01,Farrukhabad,UP76,Electric(Bov),123
2022-10-01,Farrukhabad,UP76,Electric(Bov),96
2022-09-01,Farrukhabad,UP76,Electric(Bov),142
2023-04-01,Farrukhabad,UP76,Electric(Bov),125
2023-08-01,Farrukhabad,UP76,Electric(Bov),152
2023-12-01,Farrukhabad,UP76,Electric(Bov),242
2023-02-01,Farrukhabad,UP76,Electric(Bov),70
2023-01-01,Farrukhabad,UP76,Electric(Bov),123
2023-07-01,Farrukhabad,UP76,Electric(Bov),121
2023-06-01,Farrukhabad,UP76,Electric(Bov),125
2023-03-01,Farrukhabad,UP76,Electric(Bov),59
2023-05-01,Farrukhabad,UP76,Electric(Bov),95
2023-11-01,Farrukhabad,UP76,Electric(Bov),118
2023-10-01,Farrukhabad,UP76,Electric(Bov),191
2023-09-01,Farrukhabad,UP76,Electric(Bov),169
2024-04-01,Farrukhabad,UP76,Electric(Bov),131
2024-04-01,Farrukhabad,UP76,Pure Ev,7
2024-04-01,Farrukhabad,UP76,Strong Hybrid Ev,1
2024-02-01,Farrukhabad,UP76,Electric(Bov),156
2024-01-01,Farrukhabad,UP76,Electric(Bov),164
2024-03-01,Farrukhabad,UP76,Electric(Bov),143
2024-03-01,Farrukhabad,UP76,Pure Ev,1
2024-05-01,Farrukhabad,UP76,Electric(Bov),127
2024-05-01,Farrukhabad,UP76,Pure Ev,23
2024-05-01,Farrukhabad,UP76,Strong Hybrid Ev,1
2020-08-01,Fathehpur,UP71,Electric(Bov),16
2020-12-01,Fathehpur,UP71,Electric(Bov),32
2020-02-01,Fathehpur,UP71,Electric(Bov),72
2020-01-01,Fathehpur,UP71,Electric(Bov),43
2020-07-01,Fathehpur,UP71,Electric(Bov),34
2020-06-01,Fathehpur,UP71,Electric(Bov),14
2020-03-01,Fathehpur,UP71,Electric(Bov),22
2020-11-01,Fathehpur,UP71,Electric(Bov),2
2020-10-01,Fathehpur,UP71,Electric(Bov),9
2020-09-01,Fathehpur,UP71,Electric(Bov),36
2021-04-01,Fathehpur,UP71,Electric(Bov),31
2021-08-01,Fathehpur,UP71,Electric(Bov),45
2021-12-01,Fathehpur,UP71,Electric(Bov),180
2021-02-01,Fathehpur,UP71,Electric(Bov),70
2021-01-01,Fathehpur,UP71,Electric(Bov),64
2021-07-01,Fathehpur,UP71,Electric(Bov),43
2021-06-01,Fathehpur,UP71,Electric(Bov),49
2021-03-01,Fathehpur,UP71,Electric(Bov),58
2021-05-01,Fathehpur,UP71,Electric(Bov),9
2021-11-01,Fathehpur,UP71,Electric(Bov),93
2021-10-01,Fathehpur,UP71,Electric(Bov),64
2021-09-01,Fathehpur,UP71,Electric(Bov),61
2022-04-01,Fathehpur,UP71,Electric(Bov),109
2022-08-01,Fathehpur,UP71,Electric(Bov),311
2022-12-01,Fathehpur,UP71,Electric(Bov),103
2022-02-01,Fathehpur,UP71,Electric(Bov),108
2022-01-01,Fathehpur,UP71,Electric(Bov),116
2022-07-01,Fathehpur,UP71,Electric(Bov),143
2022-06-01,Fathehpur,UP71,Electric(Bov),151
2022-03-01,Fathehpur,UP71,Electric(Bov),129
2022-05-01,Fathehpur,UP71,Electric(Bov),97
2022-11-01,Fathehpur,UP71,Electric(Bov),184
2022-10-01,Fathehpur,UP71,Electric(Bov),171
2022-09-01,Fathehpur,UP71,Electric(Bov),152
2023-04-01,Fathehpur,UP71,Electric(Bov),146
2023-08-01,Fathehpur,UP71,Electric(Bov),223
2023-12-01,Fathehpur,UP71,Electric(Bov),346
2023-02-01,Fathehpur,UP71,Electric(Bov),209
2023-01-01,Fathehpur,UP71,Electric(Bov),125
2023-07-01,Fathehpur,UP71,Electric(Bov),195
2023-06-01,Fathehpur,UP71,Electric(Bov),246
2023-03-01,Fathehpur,UP71,Electric(Bov),188
2023-05-01,Fathehpur,UP71,Electric(Bov),247
2023-11-01,Fathehpur,UP71,Electric(Bov),241
2023-10-01,Fathehpur,UP71,Electric(Bov),215
2023-09-01,Fathehpur,UP71,Electric(Bov),245
2024-04-01,Fathehpur,UP71,Electric(Bov),208
2024-04-01,Fathehpur,UP71,Pure Ev,6
2024-04-01,Fathehpur,UP71,Strong Hybrid Ev,1
2024-02-01,Fathehpur,UP71,Electric(Bov),259
2024-01-01,Fathehpur,UP71,Electric(Bov),370
2024-03-01,Fathehpur,UP71,Electric(Bov),246
2024-03-01,Fathehpur,UP71,Pure Ev,4
2024-05-01,Fathehpur,UP71,Electric(Bov),232
2024-05-01,Fathehpur,UP71,Pure Ev,18
2020-04-01,Ferozabad,UP83,Electric(Bov),2
2020-08-01,Ferozabad,UP83,Electric(Bov),20
2020-12-01,Ferozabad,UP83,Electric(Bov),13
2020-02-01,Ferozabad,UP83,Electric(Bov),26
2020-01-01,Ferozabad,UP83,Electric(Bov),32
2020-07-01,Ferozabad,UP83,Electric(Bov),19
2020-06-01,Ferozabad,UP83,Electric(Bov),2
2020-03-01,Ferozabad,UP83,Electric(Bov),14
2020-11-01,Ferozabad,UP83,Electric(Bov),6
2020-10-01,Ferozabad,UP83,Electric(Bov),2
2020-09-01,Ferozabad,UP83,Electric(Bov),49
2021-04-01,Ferozabad,UP83,Electric(Bov),22
2021-08-01,Ferozabad,UP83,Electric(Bov),41
2021-12-01,Ferozabad,UP83,Electric(Bov),45
2021-02-01,Ferozabad,UP83,Electric(Bov),11
2021-01-01,Ferozabad,UP83,Electric(Bov),1
2021-07-01,Ferozabad,UP83,Electric(Bov),6
2021-06-01,Ferozabad,UP83,Electric(Bov),10
2021-03-01,Ferozabad,UP83,Electric(Bov),42
2021-11-01,Ferozabad,UP83,Electric(Bov),33
2021-10-01,Ferozabad,UP83,Electric(Bov),31
2021-09-01,Ferozabad,UP83,Electric(Bov),22
2022-04-01,Ferozabad,UP83,Electric(Bov),41
2022-08-01,Ferozabad,UP83,Electric(Bov),68
2022-12-01,Ferozabad,UP83,Electric(Bov),73
2022-02-01,Ferozabad,UP83,Electric(Bov),22
2022-01-01,Ferozabad,UP83,Electric(Bov),20
2022-07-01,Ferozabad,UP83,Electric(Bov),87
2022-06-01,Ferozabad,UP83,Electric(Bov),51
2022-03-01,Ferozabad,UP83,Electric(Bov),50
2022-05-01,Ferozabad,UP83,Electric(Bov),48
2022-11-01,Ferozabad,UP83,Electric(Bov),136
2022-10-01,Ferozabad,UP83,Electric(Bov),91
2022-09-01,Ferozabad,UP83,Electric(Bov),91
2023-04-01,Ferozabad,UP83,Electric(Bov),119
2023-08-01,Ferozabad,UP83,Electric(Bov),164
2023-12-01,Ferozabad,UP83,Electric(Bov),249
2023-02-01,Ferozabad,UP83,Electric(Bov),58
2023-01-01,Ferozabad,UP83,Electric(Bov),102
2023-07-01,Ferozabad,UP83,Electric(Bov),97
2023-06-01,Ferozabad,UP83,Electric(Bov),139
2023-03-01,Ferozabad,UP83,Electric(Bov),145
2023-05-01,Ferozabad,UP83,Electric(Bov),207
2023-11-01,Ferozabad,UP83,Electric(Bov),177
2023-10-01,Ferozabad,UP83,Electric(Bov),193
2023-09-01,Ferozabad,UP83,Electric(Bov),191
2024-04-01,Ferozabad,UP83,Electric(Bov),152
2024-04-01,Ferozabad,UP83,Pure Ev,4
2024-02-01,Ferozabad,UP83,Electric(Bov),153
2024-01-01,Ferozabad,UP83,Electric(Bov),189
2024-03-01,Ferozabad,UP83,Electric(Bov),236
2024-03-01,Ferozabad,UP83,Strong Hybrid Ev,2
2024-05-01,Ferozabad,UP83,Electric(Bov),185
2024-05-01,Ferozabad,UP83,Pure Ev,16
2024-05-01,Ferozabad,UP83,Strong Hybrid Ev,2
2020-04-01,Ghaziabad,UP14,Electric(Bov),6
2020-08-01,Ghaziabad,UP14,Electric(Bov),94
2020-12-01,Ghaziabad,UP14,Electric(Bov),143
2020-02-01,Ghaziabad,UP14,Electric(Bov),240
2020-01-01,Ghaziabad,UP14,Electric(Bov),231
2020-07-01,Ghaziabad,UP14,Electric(Bov),89
2020-06-01,Ghaziabad,UP14,Electric(Bov),95
2020-03-01,Ghaziabad,UP14,Electric(Bov),158
2020-05-01,Ghaziabad,UP14,Electric(Bov),3
2020-11-01,Ghaziabad,UP14,Electric(Bov),72
2020-10-01,Ghaziabad,UP14,Electric(Bov),71
2020-09-01,Ghaziabad,UP14,Electric(Bov),187
2021-04-01,Ghaziabad,UP14,Electric(Bov),113
2021-08-01,Ghaziabad,UP14,Electric(Bov),198
2021-12-01,Ghaziabad,UP14,Electric(Bov),313
2021-02-01,Ghaziabad,UP14,Electric(Bov),139
2021-01-01,Ghaziabad,UP14,Electric(Bov),125
2021-07-01,Ghaziabad,UP14,Electric(Bov),129
2021-06-01,Ghaziabad,UP14,Electric(Bov),90
2021-03-01,Ghaziabad,UP14,Electric(Bov),184
2021-05-01,Ghaziabad,UP14,Electric(Bov),3
2021-11-01,Ghaziabad,UP14,Electric(Bov),277
2021-10-01,Ghaziabad,UP14,Electric(Bov),281
2021-09-01,Ghaziabad,UP14,Electric(Bov),263
2022-04-01,Ghaziabad,UP14,Electric(Bov),492
2022-08-01,Ghaziabad,UP14,Electric(Bov),734
2022-12-01,Ghaziabad,UP14,Electric(Bov),663
2022-02-01,Ghaziabad,UP14,Electric(Bov),291
2022-01-01,Ghaziabad,UP14,Electric(Bov),296
2022-07-01,Ghaziabad,UP14,Electric(Bov),547
2022-06-01,Ghaziabad,UP14,Electric(Bov),551
2022-03-01,Ghaziabad,UP14,Electric(Bov),343
2022-05-01,Ghaziabad,UP14,Electric(Bov),530
2022-11-01,Ghaziabad,UP14,Electric(Bov),819
2022-10-01,Ghaziabad,UP14,Electric(Bov),759
2022-09-01,Ghaziabad,UP14,Electric(Bov),666
2023-04-01,Ghaziabad,UP14,Electric(Bov),921
2023-08-01,Ghaziabad,UP14,Electric(Bov),1571
2023-12-01,Ghaziabad,UP14,Electric(Bov),1265
2023-02-01,Ghaziabad,UP14,Electric(Bov),804
2023-01-01,Ghaziabad,UP14,Electric(Bov),670
2023-07-01,Ghaziabad,UP14,Electric(Bov),1075
2023-06-01,Ghaziabad,UP14,Electric(Bov),951
2023-03-01,Ghaziabad,UP14,Electric(Bov),852
2023-05-01,Ghaziabad,UP14,Electric(Bov),913
2023-11-01,Ghaziabad,UP14,Electric(Bov),1427
2023-10-01,Ghaziabad,UP14,Electric(Bov),1347
2023-09-01,Ghaziabad,UP14,Electric(Bov),1363
2024-04-01,Ghaziabad,UP14,Electric(Bov),932
2024-04-01,Ghaziabad,UP14,Pure Ev,6
2024-04-01,Ghaziabad,UP14,Strong Hybrid Ev,30
2024-02-01,Ghaziabad,UP14,Electric(Bov),1160
2024-01-01,Ghaziabad,UP14,Electric(Bov),1159
2024-03-01,Ghaziabad,UP14,Electric(Bov),1259
2024-03-01,Ghaziabad,UP14,Pure Ev,2
2024-03-01,Ghaziabad,UP14,Strong Hybrid Ev,21
2024-05-01,Ghaziabad,UP14,Electric(Bov),1216
2024-05-01,Ghaziabad,UP14,Pure Ev,99
2024-05-01,Ghaziabad,UP14,Strong Hybrid Ev,32
2020-04-01,Ghazipur,UP61,Electric(Bov),5
2020-08-01,Ghazipur,UP61,Electric(Bov),10
2020-12-01,Ghazipur,UP61,Electric(Bov),24
2020-02-01,Ghazipur,UP61,Electric(Bov),26
2020-01-01,Ghazipur,UP61,Electric(Bov),39
2020-07-01,Ghazipur,UP61,Electric(Bov),22
2020-06-01,Ghazipur,UP61,Electric(Bov),10
2020-03-01,Ghazipur,UP61,Electric(Bov),22
2020-11-01,Ghazipur,UP61,Electric(Bov),9
2020-10-01,Ghazipur,UP61,Electric(Bov),33
2020-09-01,Ghazipur,UP61,Electric(Bov),20
2021-04-01,Ghazipur,UP61,Electric(Bov),38
2021-08-01,Ghazipur,UP61,Electric(Bov),35
2021-12-01,Ghazipur,UP61,Electric(Bov),95
2021-02-01,Ghazipur,UP61,Electric(Bov),37
2021-01-01,Ghazipur,UP61,Electric(Bov),40
2021-07-01,Ghazipur,UP61,Electric(Bov),37
2021-06-01,Ghazipur,UP61,Electric(Bov),20
2021-03-01,Ghazipur,UP61,Electric(Bov),48
2021-05-01,Ghazipur,UP61,Electric(Bov),1
2021-11-01,Ghazipur,UP61,Electric(Bov),63
2021-10-01,Ghazipur,UP61,Electric(Bov),50
2021-09-01,Ghazipur,UP61,Electric(Bov),39
2022-04-01,Ghazipur,UP61,Electric(Bov),62
2022-08-01,Ghazipur,UP61,Electric(Bov),124
2022-12-01,Ghazipur,UP61,Electric(Bov),131
2022-02-01,Ghazipur,UP61,Electric(Bov),85
2022-01-01,Ghazipur,UP61,Electric(Bov),96
2022-07-01,Ghazipur,UP61,Electric(Bov),115
2022-06-01,Ghazipur,UP61,Electric(Bov),95
2022-03-01,Ghazipur,UP61,Electric(Bov),79
2022-05-01,Ghazipur,UP61,Electric(Bov),105
2022-11-01,Ghazipur,UP61,Electric(Bov),134
2022-10-01,Ghazipur,UP61,Electric(Bov),133
2022-09-01,Ghazipur,UP61,Electric(Bov),115
2023-04-01,Ghazipur,UP61,Electric(Bov),213
2023-08-01,Ghazipur,UP61,Electric(Bov),233
2023-12-01,Ghazipur,UP61,Electric(Bov),238
2023-02-01,Ghazipur,UP61,Electric(Bov),169
2023-01-01,Ghazipur,UP61,Electric(Bov),219
2023-07-01,Ghazipur,UP61,Electric(Bov),227
2023-06-01,Ghazipur,UP61,Electric(Bov),210
2023-03-01,Ghazipur,UP61,Electric(Bov),223
2023-05-01,Ghazipur,UP61,Electric(Bov),153
2023-11-01,Ghazipur,UP61,Electric(Bov),248
2023-10-01,Ghazipur,UP61,Electric(Bov),231
2023-09-01,Ghazipur,UP61,Electric(Bov),206
2024-04-01,Ghazipur,UP61,Electric(Bov),228
2024-04-01,Ghazipur,UP61,Pure Ev,6
2024-04-01,Ghazipur,UP61,Strong Hybrid Ev,1
2024-02-01,Ghazipur,UP61,Electric(Bov),263
2024-01-01,Ghazipur,UP61,Electric(Bov),236
2024-03-01,Ghazipur,UP61,Electric(Bov),387
2024-03-01,Ghazipur,UP61,Pure Ev,3
2024-05-01,Ghazipur,UP61,Electric(Bov),209
2024-05-01,Ghazipur,UP61,Pure Ev,39
2020-08-01,Gonda,UP43,Electric(Bov),21
2020-12-01,Gonda,UP43,Electric(Bov),52
2020-02-01,Gonda,UP43,Electric(Bov),39
2020-01-01,Gonda,UP43,Electric(Bov),27
2020-07-01,Gonda,UP43,Electric(Bov),14
2020-06-01,Gonda,UP43,Electric(Bov),17
2020-03-01,Gonda,UP43,Electric(Bov),36
2020-11-01,Gonda,UP43,Electric(Bov),12
2020-10-01,Gonda,UP43,Electric(Bov),39
2020-09-01,Gonda,UP43,Electric(Bov),31
2021-04-01,Gonda,UP43,Electric(Bov),35
2021-08-01,Gonda,UP43,Electric(Bov),96
2021-12-01,Gonda,UP43,Electric(Bov),179
2021-02-01,Gonda,UP43,Electric(Bov),42
2021-01-01,Gonda,UP43,Electric(Bov),59
2021-07-01,Gonda,UP43,Electric(Bov),40
2021-06-01,Gonda,UP43,Electric(Bov),36
2021-03-01,Gonda,UP43,Electric(Bov),78
2021-05-01,Gonda,UP43,Electric(Bov),16
2021-11-01,Gonda,UP43,Electric(Bov),171
2021-10-01,Gonda,UP43,Electric(Bov),200
2021-09-01,Gonda,UP43,Electric(Bov),137
2022-04-01,Gonda,UP43,Electric(Bov),186
2022-08-01,Gonda,UP43,Electric(Bov),234
2022-12-01,Gonda,UP43,Electric(Bov),219
2022-02-01,Gonda,UP43,Electric(Bov),124
2022-01-01,Gonda,UP43,Electric(Bov),115
2022-07-01,Gonda,UP43,Electric(Bov),209
2022-06-01,Gonda,UP43,Electric(Bov),191
2022-03-01,Gonda,UP43,Electric(Bov),148
2022-05-01,Gonda,UP43,Electric(Bov),180
2022-11-01,Gonda,UP43,Electric(Bov),278
2022-10-01,Gonda,UP43,Electric(Bov),215
2022-09-01,Gonda,UP43,Electric(Bov),168
2023-04-01,Gonda,UP43,Electric(Bov),211
2023-08-01,Gonda,UP43,Electric(Bov),316
2023-12-01,Gonda,UP43,Electric(Bov),507
2023-02-01,Gonda,UP43,Electric(Bov),208
2023-01-01,Gonda,UP43,Electric(Bov),234
2023-07-01,Gonda,UP43,Electric(Bov),284
2023-06-01,Gonda,UP43,Electric(Bov),233
2023-03-01,Gonda,UP43,Electric(Bov),337
2023-05-01,Gonda,UP43,Electric(Bov),177
2023-11-01,Gonda,UP43,Electric(Bov),443
2023-10-01,Gonda,UP43,Electric(Bov),270
2023-09-01,Gonda,UP43,Electric(Bov),327
2024-04-01,Gonda,UP43,Electric(Bov),248
2024-04-01,Gonda,UP43,Pure Ev,4
2024-02-01,Gonda,UP43,Electric(Bov),289
2024-01-01,Gonda,UP43,Electric(Bov),362
2024-03-01,Gonda,UP43,Electric(Bov),333
2024-05-01,Gonda,UP43,Electric(Bov),247
2024-05-01,Gonda,UP43,Pure Ev,23
2020-04-01,Gorakhpur Rto,UP53,Electric(Bov),6
2020-08-01,Gorakhpur Rto,UP53,Electric(Bov),35
2020-12-01,Gorakhpur Rto,UP53,Electric(Bov),58
2020-02-01,Gorakhpur Rto,UP53,Electric(Bov),114
2020-01-01,Gorakhpur Rto,UP53,Electric(Bov),109
2020-07-01,Gorakhpur Rto,UP53,Electric(Bov),40
2020-06-01,Gorakhpur Rto,UP53,Electric(Bov),32
2020-03-01,Gorakhpur Rto,UP53,Electric(Bov),46
2020-11-01,Gorakhpur Rto,UP53,Electric(Bov),36
2020-10-01,Gorakhpur Rto,UP53,Electric(Bov),38
2020-09-01,Gorakhpur Rto,UP53,Electric(Bov),51
2021-04-01,Gorakhpur Rto,UP53,Electric(Bov),60
2021-08-01,Gorakhpur Rto,UP53,Electric(Bov),134
2021-12-01,Gorakhpur Rto,UP53,Electric(Bov),290
2021-02-01,Gorakhpur Rto,UP53,Electric(Bov),74
2021-01-01,Gorakhpur Rto,UP53,Electric(Bov),59
2021-07-01,Gorakhpur Rto,UP53,Electric(Bov),77
2021-06-01,Gorakhpur Rto,UP53,Electric(Bov),41
2021-03-01,Gorakhpur Rto,UP53,Electric(Bov),130
2021-05-01,Gorakhpur Rto,UP53,Electric(Bov),4
2021-11-01,Gorakhpur Rto,UP53,Electric(Bov),180
2021-10-01,Gorakhpur Rto,UP53,Electric(Bov),181
2021-09-01,Gorakhpur Rto,UP53,Electric(Bov),120
2022-04-01,Gorakhpur Rto,UP53,Electric(Bov),232
2022-08-01,Gorakhpur Rto,UP53,Electric(Bov),418
2022-12-01,Gorakhpur Rto,UP53,Electric(Bov),339
2022-02-01,Gorakhpur Rto,UP53,Electric(Bov),207
2022-01-01,Gorakhpur Rto,UP53,Electric(Bov),245
2022-07-01,Gorakhpur Rto,UP53,Electric(Bov),358
2022-06-01,Gorakhpur Rto,UP53,Electric(Bov),335
2022-03-01,Gorakhpur Rto,UP53,Electric(Bov),213
2022-05-01,Gorakhpur Rto,UP53,Electric(Bov),256
2022-11-01,Gorakhpur Rto,UP53,Electric(Bov),470
2022-10-01,Gorakhpur Rto,UP53,Electric(Bov),485
2022-09-01,Gorakhpur Rto,UP53,Electric(Bov),363
2023-04-01,Gorakhpur Rto,UP53,Electric(Bov),505
2023-08-01,Gorakhpur Rto,UP53,Electric(Bov),484
2023-12-01,Gorakhpur Rto,UP53,Electric(Bov),847
2023-02-01,Gorakhpur Rto,UP53,Electric(Bov),388
2023-01-01,Gorakhpur Rto,UP53,Electric(Bov),308
2023-07-01,Gorakhpur Rto,UP53,Electric(Bov),492
2023-06-01,Gorakhpur Rto,UP53,Electric(Bov),480
2023-03-01,Gorakhpur Rto,UP53,Electric(Bov),486
2023-05-01,Gorakhpur Rto,UP53,Electric(Bov),503
2023-11-01,Gorakhpur Rto,UP53,Electric(Bov),699
2023-10-01,Gorakhpur Rto,UP53,Electric(Bov),601
2023-09-01,Gorakhpur Rto,UP53,Electric(Bov),662
2024-04-01,Gorakhpur Rto,UP53,Electric(Bov),494
2024-04-01,Gorakhpur Rto,UP53,Pure Ev,7
2024-04-01,Gorakhpur Rto,UP53,Strong Hybrid Ev,3
2024-02-01,Gorakhpur Rto,UP53,Electric(Bov),543
2024-01-01,Gorakhpur Rto,UP53,Electric(Bov),473
2024-03-01,Gorakhpur Rto,UP53,Electric(Bov),660
2024-03-01,Gorakhpur Rto,UP53,Strong Hybrid Ev,1
2024-05-01,Gorakhpur Rto,UP53,Electric(Bov),575
2024-05-01,Gorakhpur Rto,UP53,Pure Ev,72
2024-05-01,Gorakhpur Rto,UP53,Strong Hybrid Ev,1
2020-04-01,Hamirpur(Up),UP91,Electric(Bov),8
2020-08-01,Hamirpur(Up),UP91,Electric(Bov),29
2020-12-01,Hamirpur(Up),UP91,Electric(Bov),31
2020-02-01,Hamirpur(Up),UP91,Electric(Bov),35
2020-01-01,Hamirpur(Up),UP91,Electric(Bov),40
2020-07-01,Hamirpur(Up),UP91,Electric(Bov),47
2020-06-01,Hamirpur(Up),UP91,Electric(Bov),8
2020-03-01,Hamirpur(Up),UP91,Electric(Bov),24
2020-05-01,Hamirpur(Up),UP91,Electric(Bov),3
2020-11-01,Hamirpur(Up),UP91,Electric(Bov),2
2020-10-01,Hamirpur(Up),UP91,Electric(Bov),12
2020-09-01,Hamirpur(Up),UP91,Electric(Bov),29
2021-04-01,Hamirpur(Up),UP91,Electric(Bov),24
2021-08-01,Hamirpur(Up),UP91,Electric(Bov),2
2021-12-01,Hamirpur(Up),UP91,Electric(Bov),40
2021-02-01,Hamirpur(Up),UP91,Electric(Bov),61
2021-01-01,Hamirpur(Up),UP91,Electric(Bov),87
2021-07-01,Hamirpur(Up),UP91,Electric(Bov),43
2021-06-01,Hamirpur(Up),UP91,Electric(Bov),25
2021-03-01,Hamirpur(Up),UP91,Electric(Bov),52
2021-05-01,Hamirpur(Up),UP91,Electric(Bov),3
2021-11-01,Hamirpur(Up),UP91,Electric(Bov),57
2021-10-01,Hamirpur(Up),UP91,Electric(Bov),65
2021-09-01,Hamirpur(Up),UP91,Electric(Bov),91
2022-04-01,Hamirpur(Up),UP91,Electric(Bov),23
2022-08-01,Hamirpur(Up),UP91,Electric(Bov),84
2022-12-01,Hamirpur(Up),UP91,Electric(Bov),12
2022-02-01,Hamirpur(Up),UP91,Electric(Bov),30
2022-01-01,Hamirpur(Up),UP91,Electric(Bov),63
2022-07-01,Hamirpur(Up),UP91,Electric(Bov),89
2022-06-01,Hamirpur(Up),UP91,Electric(Bov),63
2022-03-01,Hamirpur(Up),UP91,Electric(Bov),67
2022-05-01,Hamirpur(Up),UP91,Electric(Bov),59
2022-11-01,Hamirpur(Up),UP91,Electric(Bov),95
2022-10-01,Hamirpur(Up),UP91,Electric(Bov),72
2022-09-01,Hamirpur(Up),UP91,Electric(Bov),66
2023-04-01,Hamirpur(Up),UP91,Electric(Bov),76
2023-08-01,Hamirpur(Up),UP91,Electric(Bov),186
2023-12-01,Hamirpur(Up),UP91,Electric(Bov),159
2023-02-01,Hamirpur(Up),UP91,Electric(Bov),77
2023-01-01,Hamirpur(Up),UP91,Electric(Bov),79
2023-07-01,Hamirpur(Up),UP91,Electric(Bov),151
2023-06-01,Hamirpur(Up),UP91,Electric(Bov),114
2023-03-01,Hamirpur(Up),UP91,Electric(Bov),51
2023-05-01,Hamirpur(Up),UP91,Electric(Bov),100
2023-11-01,Hamirpur(Up),UP91,Electric(Bov),126
2023-10-01,Hamirpur(Up),UP91,Electric(Bov),72
